회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),부채비율,당좌비율,유동비율,이자보상배율(이자비용),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),이자비용(IFRS)(천원),차입금의존도,자기자본구성비율,당기순이익(손실)(IFRS)(천원),감가상각비(백만원),금융비용(백만원),단기차입금(*)(IFRS)(천원),유동성장기부채(*)(IFRS)(천원),장기차입금(*)(IFRS)(천원),법인세비용차감전(계속사업)손익(백만원),매출액영업이익률,자기자본순이익률,총자본순이익률,매출액(수익)(*)(IFRS)(천원),총자본회전률,자기자본회전률,운전자본회전률,순운전자본회전률,재고자산회전률,당좌자산회전률,유동자산회전률,매출액증가율,총자본증가율,자기자본증가율,순이익증가율,유형자산증가율,유동자산증가율,재고자산증가율,영업이익증가율,총자본투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),자산(*)(IFRS)(천원),부채(*)(IFRS)(천원),자본(*)(IFRS)(천원),연구개발비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원)
(주)화송,039460,2019/12,55,3242.62,0.73,0.73,-2.03,,,86.56,2.99,,199.56,13.22,,,,-26.53,-3.11,-6.91,-0.21,,0.07,2.25,0,0.08,0,11.85,11.85,-2.66,-1.51,-6.68,0,-1.6,14.88,0,0,5.07,72.68,43.23,56.77,-4.22,,,,,,,
(주)화송,039460,2020/12,55,3203.36,0.89,0.89,-26.69,,,85.96,3.03,,164.75,1.83,,,,-0.12,-6.5,-0.03,0,,0.06,2.08,0,0.07,0,9,9,-10.85,-1.21,-0.03,0,-1.34,19.63,0,0,5.04,79.97,44.28,55.72,-0.02,,,,,,,
(주)화송,039460,2021/12,55,2325.37,1.26,1.26,999999999,,,84.72,4.12,,164.82,-0.06,,,,130.1,13.3,29.87,1.07,,0.07,2.05,0.03,0.08,0,8,8,15.88,-0.79,35.12,0,-1.1,39.32,0,0,6.22,84.56,35.66,64.34,17.22,,,,,,,
(주)화송,039460,2022/12,55,1692.73,3.34,3.34,999999999,,,84.18,5.58,,165.77,-0.16,,,,201.94,20.02,30.62,1.49,,0.08,1.59,0,0.09,0,3.95,3.95,4.96,0.64,36.15,39.08,-1.15,165.25,0,58.05,6.67,86.86,29.3,70.7,22.21,,,,,,,
(주)화순교통,095187,2019/12,49,15.41,420.93,445,999999999,,,0,86.65,,717.39,-34.77,,,,1452.55,12.62,39.02,33.81,,2.91,3.36,0,4.12,93.29,5.33,5.05,0,0,0,0,0,0,0,0,40.21,27.6,21.28,78.72,42.04,,,,,,,
(주)화순교통,095187,2020/12,49,16.48,387.45,418.53,999999999,,,0,85.85,,912.28,-78.58,,,,-6.72,-1.08,-0.12,-0.1,,1.46,1.69,0.01,2.05,39.94,2.7,2.53,-7.78,-15.37,-16.15,0,-15.93,-15.93,15.4,0,23.1,14.55,36.41,63.59,-0.48,,,,,,,
(주)화순교통,095187,2021/12,49,20.4,344.75,360.62,999999999,,,0,83.05,,584.29,-59.12,,,,24.06,-0.96,0.44,0.37,,1.7,2.01,0,2.31,49.25,3.09,2.91,5.78,-2.12,-5.31,0,-7.62,1.48,-39.86,0,20.13,11.73,48.66,51.34,1.88,,,,,,,
(주)화순교통,095187,2022/12,49,31.61,229.38,242.68,999999999,,,0,75.98,,491.76,-66.25,,,,-19.81,1.34,-0.45,-0.36,,2.11,2.64,0.02,2.71,74.23,3.81,3.63,14.05,-14.3,-21.6,0,-14.86,-18.53,1.48,0,21.48,9.41,58.1,41.9,-1.81,,,,,,,
(주)화승공조,020471,2012/12,30,298.08,33.03,41.96,1.9,,,51.9,25.12,,2204.32,706.41,,,,511.22,3.56,4.85,1.2,,1.18,4.75,0.04,1.59,24.6,6.14,4.91,19.82,41.8,47.09,-4.26,62.78,1.67,16.08,93.5,11.86,11.83,31.18,68.82,8.62,,,,,,,
(주)화승공조,020471,2013/12,30,278.36,40.09,51.71,2.57,,,49.31,26.43,,3593.68,742.82,,,,1057.32,3.91,8.73,2.25,,1.23,4.77,0.04,1.73,24.78,6.96,5.44,25.02,3.72,9.13,124.27,-0.26,24.16,31,37.16,15.36,12.72,19.39,80.61,14.39,,,,,,,
(주)화승공조,020471,2014/12,30,284.16,38.06,47.88,1.98,,,51.93,26.03,,4082.99,1004.62,,,,810.15,3.46,5.18,1.36,,1.35,5.14,0.04,1.73,24.43,6.66,5.23,15.45,6.93,5.31,-36.47,5.11,16.63,6.48,2.24,16.16,12.39,21.62,78.38,8.13,,,,,,,
(주)화승공조,020471,2015/12,30,0,33.89,39.35,0.86,,,59.29,0,,2865.95,949.86,,,,-175.67,1.24,0,-0.43,,1.64,0,0.03,1.71,32.61,6.85,5.66,11.07,-23.5,0,0,-28.83,-9.26,-38.63,-60.1,14.22,7.51,28.02,71.98,-3.46,,,,,,,
(주)화승네트웍스,047793,2012/12,46,349.46,97.57,131.75,3.42,,,27.16,22.25,,403.27,4507.48,,,,5097.05,2.28,2.68,0.57,,3.46,16.17,0.06,2.17,16.89,5.21,3.98,2.5,-15.76,-9.36,-64.94,-52.07,-16.96,-0.46,-1.7,9.06,2.4,43.02,56.98,6.92,,,,,,,
(주)화승네트웍스,047793,2013/12,46,429.34,87.11,124.44,5.69,,,32.03,18.89,,237.48,3096.36,,,,-16893.04,3.46,-35.25,-7.34,,3.42,16.43,0.07,2.23,14.33,5.48,3.97,-21.17,-25.62,-36.84,0,-58.4,-25.47,-13.83,19.63,-3.41,-0.85,0,0,0,,,,,,,
(주)화승네트웍스,047793,2014/12,46,351.84,91.42,126.25,7.34,,,27.07,22.13,,172.3,1923.3,,,,4901.49,3.78,4.48,0.91,,3.6,17.65,0.07,2.26,14.09,5.71,4.06,-14.91,-10.73,4.58,0,61.99,-5.42,-13.01,-7.1,9.59,2.51,47.33,52.67,10.11,,,,,,,
(주)화승네트웍스,047793,2015/12,46,177.43,96.92,128.7,16.62,,,16.4,36.04,,79.71,128.24,,,,21478.58,6.26,48.11,14,,3.5,12.04,0.06,2.29,15.56,5.53,4.08,-8.16,0.3,63.35,1346.32,-26.9,-11.97,-21.22,52.02,19.48,5.57,23.67,76.33,71.75,,,,,,,
(주)화승네트웍스,047793,2016/12,46,208.56,102.72,129.7,23.23,,,28.64,32.41,,130.22,-59,,,,15776.3,5.95,14.46,4.93,,2.86,8.4,0.07,1.93,15.22,4.42,3.42,-9.93,20.38,8.24,-61.17,37.56,29.36,8.99,-14.47,13.29,5.08,30.95,69.05,33.91,,,,,,,
(주)화승네트웍스,047793,2017/12,46,215.36,99.84,138.89,9.28,,,34.33,31.71,,365.14,637.66,,,,10228.82,3.63,9.73,3.12,,2.17,6.75,0.1,1.52,11.03,3.5,2.66,-21.04,-9.08,-11.04,-33.91,5799.37,-19.51,8.79,-51.82,12.09,5.32,39.82,60.18,27.12,,,,,,,
(주)화승네트웍스,047793,2018/12,46,449.42,86.34,135.73,3.88,,,39.48,18.2,,553.72,2381.12,,,,-15205.04,3.14,-34.54,-8.72,,2.38,9.44,0.13,1.73,9.27,4.41,2.99,0.53,-8.31,-47.37,0,-2.93,0.12,29.58,-12.89,-1.93,-0.77,0,0,0,,,,,,,
(주)화승네트웍스,047793,2019/12,46,243.58,69.43,130.46,5.28,,,41.19,29.11,,560.77,2598.15,,,,17599.83,5.16,40.06,9.41,,2.46,10.47,0.21,1.69,7.14,5.05,2.96,-4.23,-5.91,50.46,0,-1.7,-6.39,20.34,57.28,21.21,8.36,28.86,71.14,45.77,,,,,,,
(주)화승네트웍스,047793,2020/12,46,232.72,95.07,149.61,6.19,,,35.3,30.06,,521.2,1718.14,,,,17513.01,4.73,32.19,9.53,,2.04,6.88,0.27,1.45,6.03,4.25,2.49,-13.73,14.76,18.51,5.45,8.73,11.71,-12.94,-20.94,17.73,9.3,28.98,71.02,50.32,,,,,,,
(주)화승네트웍스,047793,2021/12,46,372.99,50.66,106.87,4.26,,,48.55,21.14,,658.19,1887.03,,,,116.57,2.69,-7.52,-1.92,,2.28,8.93,0.23,1.7,6.92,5.45,3.05,22.18,4.65,-26.38,0,19.26,-10.83,28.64,-30.62,6.44,2.89,69.07,30.93,-29.12,,,,,,,
(주)화승네트웍스,047793,2022/12,46,221.9,68.07,114.7,4.29,,,39.93,31.07,,1218.4,2574.78,,,,18095.63,3.27,33.91,8.91,,2.44,9.3,0.3,1.76,7.27,6.22,3.35,13.38,6.69,56.77,0,43.97,18.85,-8.13,37.88,16.76,7.08,26.53,73.47,51.48,,,,,,,
(주)화승엑스윌,048384,2012/12,22,283.94,91.59,102.14,5.66,,,27.64,26.05,,916.14,731.49,,,,2958.35,3.11,6.12,1.47,,3.06,12.76,0.03,2.04,35.81,4.5,3.99,-6.93,-9.44,6.32,-66.42,-22.72,-18.44,-28.74,-11.95,22.56,7,53.17,46.83,6.86,,,,,,,
(주)화승엑스윌,048384,2013/12,22,260.67,94.49,107.17,3.62,,,32.1,27.73,,871.99,657.71,,,,1598.63,1.99,4.92,1.32,,2.89,10.75,0.03,2.03,35.77,4.46,3.96,-11.01,-1.32,5.05,-15.04,-29.23,-0.37,14.13,-43.08,19.7,6.77,62.1,37.9,6.76,,,,,,,
(주)화승엑스윌,048384,2014/12,22,230.79,94.96,107.58,1.96,,,33.28,30.23,,799.28,627,,,,925.22,1.05,5.04,1.46,,2.84,9.82,0.03,2.01,32.88,4.39,3.87,-4,-3.54,5.17,7.69,-29.02,-3.23,-4.05,-49.14,20.26,7,69.55,30.45,7.34,,,,,,,
(주)화승엑스윌,048384,2015/12,22,178.87,92.97,112.17,3.27,,,30.62,35.86,,460.76,497.54,,,,4083.12,1.55,23.34,7.73,,2.65,7.99,0.04,1.93,25.57,4.32,3.69,-5.49,6.58,26.43,437.22,-5.59,1.54,48.18,38.78,25.32,9.87,55.83,44.17,29.6,,,,,,,
(주)화승엑스윌,048384,2016/12,22,150.32,91.78,110.41,-0.24,,,33.77,39.95,,357.85,466.5,,,,787.43,-0.15,2.44,0.92,,1.95,5.16,0.07,1.53,17.08,3.5,2.9,-27.12,-8.13,2.35,-88.2,-17.87,-16.03,-17.26,0,20.16,9.9,76.56,23.44,4.78,,,,,,,
(주)화승엑스윌,048384,2017/12,22,329.69,83.42,98.74,0.13,,,36.05,23.27,,373.18,524.35,,,,-6973.88,0.09,-48.86,-15.52,,1.82,5.72,0.07,1.43,17.24,3.33,2.79,-12.45,-3.64,-43.86,0,-5.58,-0.46,-8.41,0,3.53,1.91,449.8,-349.8,-448.5,,,,,,,
(주)화승엑스윌,048384,2018/12,22,737.42,67.75,83.34,1.54,,,40.32,11.94,,390.07,552.02,,,,-4434.73,1.22,-83.4,-15.21,,2.01,11.05,0.08,1.4,17.27,3.54,2.93,-1.96,-19.92,-58.91,0,-12.53,-13.02,4.77,1188.18,10.81,4.77,175.87,-75.87,-158.14,,,,,,,
(주)화승엑스윌,048384,2019/12,22,214.82,84.8,96.9,1.91,,,30.24,31.76,,329.07,517.04,,,,4060.22,1.57,34.53,7.91,,1.9,8.28,0.07,1.37,18.67,3.43,2.9,-6.09,24.04,229.94,0,-1.06,4.43,-30.29,20.86,27.24,15.88,54.18,45.82,26.24,,,,,,,
(주)화승이엔씨,100877,2020/12,42,1682.6,97.62,101.76,-136.28,,,5.58,5.61,,0,18.34,,,,-1705.17,-12.66,-780.58,-43.79,,3.17,56.51,0.01,1.88,91.59,3.88,3.72,0,0,0,0,0,0,0,0,-12.74,-8.04,0,0,0,,,,,,,
(주)화승이엔씨,100877,2021/12,42,35.5,578.88,636.89,34.22,,,0,73.8,,0,9.94,,,,467.11,7.98,21.01,7.03,,0.79,2.36,0.06,0.58,16.26,1.03,0.97,-57.94,-31.04,807.14,0,0.41,-38.94,36.95,0,17.33,17.93,44.22,55.78,49.66,,,,,,,
(주)화승켐텍,092433,2018/12,22,589.96,112.05,130.03,2.18,,,70.71,14.49,,115.5,160.03,,,,179.21,5.11,20.62,2.99,,1.51,10.45,0.02,3.05,39.04,6.26,5.4,0,0,0,0,0,0,0,0,7.6,10.04,35.02,64.98,19.65,,,,,,,
(주)화승켐텍,092433,2019/12,22,395.28,64.19,71.85,-0.2,,,62.63,20.19,,249.75,177.54,,,,344.69,-0.62,7.72,1.35,,0.75,4.3,0.04,1.14,20.04,2.74,2.41,2.7,7.35,49.54,-6.57,5.14,29.76,0.08,0,10.86,14.99,32.2,67.8,11.98,,,,,,,
(주)화승켐텍,092433,2021/12,22,463.17,43.88,51.62,1.79,,,65.07,17.76,,422.73,275.39,,,,162.89,5.66,12.32,2.19,,1.38,7.8,0.02,2.53,49.51,8.73,7.42,0,0,0,0,0,0,0,0,8.38,12.1,23.34,76.66,13.05,,,,,,,
(주)화승켐텍,092433,2022/12,22,389.71,25.93,34.72,1.11,,,67.93,20.42,,470.54,409.72,,,,141.37,7.71,4.88,0.93,,0.46,2.42,0.08,0.67,11.24,2.91,2.31,-32.55,2.31,17.66,-13.85,-1.7,16.7,97.09,-8.08,8.99,19.7,16.98,83.02,10.24,,,,,,,
(주)화신,046099,2012/12,28,316.5,44.76,86.56,-0.42,,,57.92,24.01,,585.08,320.31,,,,-1417.8,-1.29,-40.35,-11.3,,0.84,2.99,0.63,1.08,3.98,4.62,2.14,14.57,-12.91,-33.58,0,5.75,-31.96,-42.81,0,-1.3,-1.44,0,0,0,,,,,,,
(주)화신,046099,2013/12,28,200.9,56.9,94.08,-2,,,50.99,33.23,,793.48,227.69,,,,412.88,-4.56,13.71,3.87,,0.94,3.35,0.36,1.29,6.17,4.9,2.73,-4.04,-17.12,14.72,0,-16.56,-14.38,-29.92,0,18.58,17.85,16.49,83.51,22.95,,,,,,,
(주)화신개발,073629,2014/12,23,266.55,68.51,69.32,16.31,,,51.26,27.28,,1111.9,139.88,,,,2557.28,18.99,96.93,26.44,,1.93,7.08,0,2.89,604.27,7.15,7.07,0,0,0,0,0,0,0,0,28.59,29.62,10.57,89.43,46.24,,,,,,,
(주)화신개발,073629,2015/12,23,234.45,77.77,77.99,3.17,,,56.09,29.9,,965.73,293.47,,,,642.56,7.72,12.18,3.48,,0.82,2.85,0,1.23,404.46,2.92,2.89,-14.99,1.2,10.92,-73.51,-0.74,7.54,-72.99,-65.46,14.53,17.92,11.41,88.59,23.83,,,,,,,
(주)화신개발,073629,2016/12,23,160.62,56.56,57.4,13.92,,,46.84,38.37,,1147.87,258.13,,,,3453.57,24.11,46.52,16.09,,0.9,2.62,0,1.2,319.98,3.07,3.04,24.92,23.95,59.06,420.49,20.18,29.27,542.61,290.35,27.32,33.43,5.16,94.84,53.21,,,,,,,
(주)화신개발,073629,2017/12,23,164.7,46.26,46.36,10.19,,,56.31,37.78,,705.85,234.2,,,,2543.83,15.79,23.61,8.98,,0.78,2.04,0,1.19,362.63,3.51,3.48,7.93,27.25,25.29,-29.8,52.71,-32.4,-89.94,-29.31,15.69,22.64,6.74,93.26,51.12,,,,,,,
(주)화신개발,073629,2018/12,23,164.47,40.67,44.73,2.5,,,55.86,37.81,,549.82,432.35,,,,589.92,9.44,5.52,2.09,,0.47,1.26,0,0.86,54.1,2.88,2.74,-30,4.51,4.6,-73.39,1.21,20.51,4934.64,-58.17,7.98,17.18,19.13,80.87,25.6,,,,,,,
(주)화신개발,073629,2019/12,23,154.05,20.21,21.86,2.78,,,57.2,39.36,,486.15,498.77,,,,827.35,12.51,7.05,2.72,,0.44,1.13,0,0.67,33.44,3.08,2.82,-5.1,2.46,6.66,34.9,11.27,-31.74,-43.41,25.78,8.58,19.96,16.47,83.53,31.32,,,,,,,
(주)화신개발,073629,2020/12,23,176.92,20.22,22.19,-0.81,,,57.45,36.11,,384.43,414.55,,,,-811.91,-3.78,-8.09,-3.05,,0.35,0.94,0,0.49,32.7,2.94,2.69,-17.96,-0.08,-8.33,0,-0.71,12.04,32.16,0,1.17,3.32,87.51,12.49,-260.53,,,,,,,
(주)화신개발,073629,2021/12,23,165.09,24.55,26.1,-1.38,,,53.18,37.72,,375.17,371.37,,,,-210.68,-5.88,-2.27,-0.84,,0.37,1,0,0.49,33.99,2.71,2.51,0.63,-6.72,-2.56,0,-7.26,4.51,-29.92,0,3.49,9.16,32.72,67.28,-24.86,,,,,,,
(주)화신개발,073629,2022/12,23,135.96,20.69,21.5,4.16,,,45.5,42.38,,575.21,472.49,,,,1643.52,16.02,14.86,5.96,,0.51,1.27,0,0.72,74.41,3.91,3.71,35.65,2.74,15.42,0,5.51,-20.71,-49.63,0,11.98,23.83,8.78,91.22,49.05,,,,,,,
(주)화신볼트산업,049515,2012/12,25,101.29,79.9,112.25,12.63,,,20.38,49.68,,464.23,160.48,,,,2500.18,8.33,21.05,10.03,,1.46,3.06,0.12,1.56,7.99,4.76,2.98,27.14,12.81,23.52,430.39,15.67,15.24,-29.5,420.16,23.8,17.28,38.83,61.17,39.76,,,,,,,
(주)화신볼트산업,049515,2013/12,25,84.85,87.47,122.11,14.09,,,16.4,54.1,,549.43,110.06,,,,2271.49,7.22,16.02,8.31,,1.39,2.67,0.13,1.5,9.76,3.91,2.79,1.3,0.93,9.9,-11.71,0.74,2.21,0.61,-12.18,23.92,17.31,42.36,57.64,34.6,,,,,,,
(주)화신볼트산업,049515,2014/12,25,56.62,168.88,194.59,59.87,,,8.41,63.85,,558.39,57.98,,,,7306.7,15.6,39.39,23.41,,1.79,3.01,0.07,1.94,16.45,3.94,3.18,42.67,20.32,42.01,211.53,-11.25,47.76,-31.19,208.15,40.76,24.88,27.06,72.94,52.57,,,,,,,
(주)화신볼트산업,049515,2015/12,25,31.09,284.91,323.3,134.46,,,2.96,76.28,,558.97,-48.16,,,,7442.89,19.76,29.8,20.96,,1.24,1.76,0.08,1.42,16.01,2.29,2,-20.85,9.09,30.34,2.25,4.16,10.73,-0.49,0.24,37.06,31.18,26.15,73.85,54.19,,,,,,,
(주)화신볼트산업,049515,2016/12,25,16.78,421.54,518.99,53.92,,,2.35,85.63,,625.25,-28.17,,,,1988.08,5.33,6.87,5.55,,0.97,1.2,0.31,1.27,10.53,1.87,1.59,-22.1,-8.29,2.95,-73.52,-2.56,-13.19,37.31,-78.99,20.72,20.52,51.02,48.98,27.99,,,,,,,
(주)화신볼트산업,049515,2017/12,25,28.46,205.28,319.37,2.61,,,9.18,77.85,,569.18,-14.87,,,,335.97,0.37,1.16,0.94,,0.79,0.97,0,1.04,4.68,1.81,1.31,-17.08,11.28,1.16,-82.8,-3.35,17.16,122.9,-94.26,13.78,18.31,74.24,25.76,6.5,,,,,,,
(주)화신볼트산업,049515,2018/12,25,30.89,134.82,235.92,24.99,,,8.31,76.4,,573.76,2.59,,,,2098.94,4.83,6.81,5.25,,0.94,1.22,0,1.26,4.39,2.81,1.71,30.53,9.07,7.05,512.53,52.05,-15.53,1.32,1608.76,18.62,20.67,53.99,46.01,27.03,,,,,,,
(주)화신볼트산업,049515,2019/12,25,56.37,97.99,166.23,1.38,,,17.01,63.95,,771.62,54.82,,,,719.03,0.4,1.75,1.22,,0.89,1.28,0,1.17,4.26,3.07,1.78,4.01,9.78,-8.11,-74.57,-1.51,18.27,13.28,-91.49,15.62,18.31,69.32,30.68,7.46,,,,,,,
(주)화신볼트산업,049515,2020/12,25,59.61,107.89,169.4,2,,,23.38,62.65,,598.1,115.42,,,,1264.08,0.89,4.38,2.77,,0.82,1.29,0,0.96,3.96,2.48,1.52,-0.64,7.33,5.15,146.41,0.76,14.32,1.14,124.16,16.03,20.3,65.05,34.95,16.69,,,,,,,
(주)화신볼트산업,049515,2021/12,25,79.29,77.5,152.49,-28.43,,,25.87,55.77,,782.13,130.29,,,,-3507.15,-18.55,-15.61,-9.26,,0.64,1.07,0,0.74,2.84,2.08,1.2,-22.68,-7.73,-17.86,0,1.51,-15.88,13.92,0,5.43,8.21,216.08,-116.08,-177.63,,,,,,,
(주)화신볼트산업,049515,2022/12,25,126.08,68.6,114.21,0.88,,,34.98,44.23,,874.82,269.95,,,,596.04,0.68,2.9,1.43,,0.95,1.92,0,1.01,4.1,3.19,1.79,64.47,29.8,2.94,0,22.55,40.8,14.32,0,13.59,16.21,68.74,31.26,9.3,,,,,,,
(주)화신세라믹,080697,2016/12,46,33.2,159.25,335.28,669.02,,,8.72,75.08,,113.9,-62.85,,,,3807.69,10.14,43.77,32.86,,4.11,5.47,0.12,3.82,9.43,10.43,4.95,0,0,0,0,0,0,0,0,27.64,13.45,18.63,81.37,59.44,,,,,,,
(주)화신세라믹,080697,2017/12,46,14.67,191.68,515.43,393.64,,,0.35,87.21,,118.05,-38.44,,,,3147.28,8.53,16.54,13.43,,2,2.46,0.32,2.18,4.78,6.34,2.73,-1.97,1.61,18.03,-17.62,83.86,-21.89,-6.56,-17.53,24.86,12.54,24.17,75.83,53.59,,,,,,,
(주)화신세라믹,080697,2018/12,46,14.83,197.2,496.87,999999999,,,0.43,87.08,,186.91,-26.26,,,,3686.29,10.53,16.42,14.31,,1.73,1.99,0.25,2.3,4.49,7.16,2.76,-5.03,17.43,17.26,16.75,3.84,14.11,9.57,17.31,24.05,15,22.29,77.71,55.07,,,,,,,
(주)화신세라믹,080697,2019/12,46,22.56,199.54,406.26,4262.52,,,1.9,81.59,,141.58,-161.51,,,,4183.58,9.36,16.08,13.52,,1.77,2.11,0.11,2.12,4.75,5.74,2.6,24.12,24.7,16.84,14.66,-12.97,47.13,24.14,10.3,21.03,13.18,22.96,77.04,57.9,,,,,,,
(주)화신세라믹,080697,2020/12,46,24.83,253.67,401.38,3026.77,,,1.91,80.11,,177.66,-195.71,,,,7173.15,13.18,22.71,18.34,,1.71,2.12,0.08,1.8,5.25,3.92,2.25,21.61,26.93,24.62,70.88,32.1,36.4,-1.35,71.25,26.25,17.17,18.13,81.87,62.45,,,,,,,
(주)화신세라믹,080697,2021/12,46,22.51,228.27,377.3,1617.14,,,0.45,81.63,,180.65,-269.23,,,,6704.02,11.66,17.6,14.24,,1.5,1.85,0.1,1.64,5.4,3.33,2.06,6.06,16.3,18.5,-6.05,-12.08,0.46,7.82,-6.19,21.76,15.61,21.03,78.97,60.85,,,,,,,
(주)화신세라믹,080697,2022/12,46,25.2,108.78,313.6,68.43,,,6.63,79.87,,217,36.11,,,,5688.34,11.21,13.27,10.71,,1.22,1.51,0.11,1.72,4.38,4.48,2.21,-5.69,15.72,13.23,-12.78,4091.5,-24.96,24.07,-9.34,17.82,15.68,23.6,76.4,56.01,,,,,,,
(주)화신알미늄,061415,2012/12,24,365.81,77.67,124.08,1.22,,,69.34,21.47,,817.79,399,,,,165.85,3.15,6.04,1.27,,1.39,6.65,0,1.51,7.19,4.32,2.7,-8.58,0.72,5.73,-63.39,-2.99,2.18,1.5,-36.47,18.89,13.6,34.37,65.63,6.68,,,,,,,
(주)화신알미늄,061415,2013/12,24,335.53,59.39,96.59,0.32,,,66.3,22.96,,809.7,390.62,,,,-306.3,1.02,-11.77,-2.61,,1.12,5.05,0,1.12,5.68,3.48,2.16,-19.12,0.3,7.27,0,1.69,0.14,3.13,-73.88,13.69,12.23,41.38,58.62,-19.06,,,,,,,
(주)화신알미늄,061415,2014/12,24,36.96,358.64,358.64,-5.12,,,0,73.01,,551.82,311.26,,,,1530.36,-12.35,41.43,15.52,,1.67,4.47,0,1.51,11.77,3.3,2.58,5.19,-59.26,29.55,0,0,-24.12,0,0,69.3,23.96,26.31,73.69,38.68,,,,,,,
(주)화신에스티,066676,2013/12,46,527.38,88.35,116.44,3.15,,,82.63,15.94,,52.26,81.98,,,,1103.32,3.3,76.39,12.18,,3.72,23.32,0,2.05,15.81,5.03,3.81,0,0,0,0,0,0,0,0,11.53,6.21,19.17,80.83,52.78,,,,,,,
(주)화신에스티,066676,2014/12,46,392.93,102.94,125.58,7.33,,,77.02,20.29,,29.32,84.7,,,,1032.08,6.77,30.75,5.59,,1.45,7.96,0,0.81,7.02,1.86,1.47,-19.28,7.12,36.34,-4.84,-45.1,9.28,-18.31,65.38,10.22,7.3,20.3,79.7,52.9,,,,,,,
(주)화신에스티,066676,2015/12,46,246.54,123.3,141.49,8.89,,,65.49,28.86,,16.1,30.02,,,,1089.3,7.82,24.45,5.95,,1.54,6.33,0,0.89,9.96,1.84,1.55,4.55,-10.12,27.85,4.48,-45.1,-10.27,-36.03,20.79,11.82,7.26,21.7,78.3,53.19,,,,,,,
(주)화신에스티,066676,2016/12,46,442.52,101.96,122.78,11.56,,,72.68,18.43,,18.93,139.11,,,,1792.86,8.6,31.07,6.76,,1.73,7.94,0,0.98,11.09,2.06,1.74,66.51,114.14,36.78,68.84,-96.61,114.86,183.3,83.21,7.87,6.21,10.65,89.35,63.01,,,,,,,
(주)화신에스티,066676,2017/12,46,153.14,90.13,166.85,3.38,,,54.64,39.5,,0.29,332.37,,,,2812.05,3.73,38.1,10.29,,1.46,5.4,0,0.85,5.11,2.06,1.47,-2.86,-31.38,47.07,75.03,-43.01,-31.68,85.3,-57.93,18.17,10.14,9.72,90.28,69.57,,,,,,,
(주)화신에스티,066676,2018/12,46,80.28,80.76,190.33,13.71,,,40.28,55.47,,3.92,246.44,,,,3928.05,12.99,26.23,12.38,,1.55,3.28,0,1.09,3.33,3.47,1.7,-16.84,-7.28,30.19,-5.66,26905.01,-23.13,-3.75,189.93,24.9,15.49,6.67,93.33,51.65,,,,,,,
(주)화신에스티,066676,2019/12,46,82.03,170.16,225.14,11.7,,,40.76,54.94,,23.41,135.71,,,,2558.45,9.01,17.8,9.82,,1.27,2.29,0,0.94,3.66,2.24,1.39,-13.15,20.69,19.54,-15.76,-13.32,44.76,-38.59,-39.77,14.62,12.63,12.11,87.89,61.42,,,,,,,
(주)화신에스티,066676,2020/12,46,193.96,123.34,152.48,3.3,,,63.33,34.02,,25.54,278.2,,,,3459.87,5.01,19.61,8.05,,0.9,2.2,0,0.57,4.35,1.15,0.91,15.61,96.6,21.74,33.02,-6,98.42,55.28,-35.66,9.77,14.35,8.9,91.1,62.2,,,,,,,
(주)화신에스티,066676,2021/12,46,247.39,107.96,129.3,11.54,,,68.36,28.79,,25.54,204.38,,,,3100.22,14.46,15.52,4.81,,0.79,2.55,0,0.49,4.73,1.01,0.84,36.53,34.63,13.93,-7.03,-30.63,23.53,6.65,293.88,6.54,9.48,9.83,90.17,64.12,,,,,,,
(주)화신에스티,066676,2022/12,46,290.03,106.02,126.89,3.68,,,72.94,25.64,,25.54,651.49,,,,2316.31,11.24,9.76,2.64,,0.79,2.93,0,0.48,5.19,1.02,0.86,26.83,21.03,7.8,-30.38,-44.16,24.15,23.8,-1.39,4.94,6.83,10.11,89.89,48.89,,,,,,,
(주)화신엔지니어링,089467,2018/12,29,197.31,254.69,287.8,1.12,,,47.27,33.64,,0,108.9,,,,38.84,1.47,1.98,0.67,,1.69,5.02,0.04,2.38,27.86,3.62,3.21,0,0,0,0,0,0,0,0,12.35,14.62,86.15,13.85,2.7,,,,,,,
(주)화신엔지니어링,089467,2019/12,29,426.86,82.12,90.52,-10.38,,,58.5,18.98,,127.73,208.31,,,,-2560.61,-16.43,-81.9,-21.37,,1.15,4.39,0.05,1.33,21.9,2.55,2.28,39.76,6.05,-40.15,0,19.52,-3.59,-22.19,0,-8.52,-7.66,0,0,0,,,,,,,
(주)화신엔지니어링,089467,2020/12,29,331.95,91.76,102.76,3.75,,,58.6,23.15,,115.69,235.21,,,,485.06,9.16,18.74,3.95,,0.81,3.83,0.06,0.8,16.21,1.8,1.62,-27.86,-1.06,20.68,0,-1.96,6.43,22.72,0,15.24,18.79,50.47,49.53,26.03,,,,,,,
